exchange,pairs,route,price,high,low,percentage,absolute
poloniex,zrxeth,https://api.cryptowat.ch/markets/poloniex/zrxeth,0.0,0.0,0.0,-0.01,-0.0
poloniex,scbtc,https://api.cryptowat.ch/markets/poloniex/scbtc,0.0,0.0,0.0,-0.07,-0.0
poloniex,gasbtc,https://api.cryptowat.ch/markets/poloniex/gasbtc,0.0,0.0,0.0,-0.01,-0.0
poloniex,dcrbtc,https://api.cryptowat.ch/markets/poloniex/dcrbtc,0.0,0.0,0.0,-0.06,-0.0
poloniex,zrxbtc,https://api.cryptowat.ch/markets/poloniex/zrxbtc,0.0,0.0,0.0,-0.03,-0.0
poloniex,omgbtc,https://api.cryptowat.ch/markets/poloniex/omgbtc,0.0,0.0,0.0,-0.07,-0.0
poloniex,dogebtc,https://api.cryptowat.ch/markets/poloniex/dogebtc,0.0,0.0,0.0,-0.08,-0.0
poloniex,storjbtc,https://api.cryptowat.ch/markets/poloniex/storjbtc,0.0,0.0,0.0,-0.05,-0.0
bisq,btceur,https://api.cryptowat.ch/markets/bisq/btceur,37682.07,55351.78,35472.67,-0.04,-1615.47
bisq,btcusd,https://api.cryptowat.ch/markets/bisq/btcusd,49776.82,49776.82,44455.27,0.02,1048.31
bisq,btcaud,https://api.cryptowat.ch/markets/bisq/btcaud,0,0,0,0,0
bithumb,btckrw,https://api.cryptowat.ch/markets/bithumb/btckrw,53340000,54650000,51802000,-0.01,-486000
bithumb,dashkrw,https://api.cryptowat.ch/markets/bithumb/dashkrw,0,0,0,0,0
bithumb,ethkrw,https://api.cryptowat.ch/markets/bithumb/ethkrw,3598000,3809000,3450000,-0.03,-121000
bithumb,etckrw,https://api.cryptowat.ch/markets/bithumb/etckrw,74800,82700,70200,-0.07,-6000
bithumb,ltckrw,https://api.cryptowat.ch/markets/bithumb/ltckrw,201100,213800,190900,-0.04,-9300
bithumb,xrpkrw,https://api.cryptowat.ch/markets/bithumb/xrpkrw,1316,1421,1232,-0.05,-74
bithumb,bchkrw,https://api.cryptowat.ch/markets/bithumb/bchkrw,762000,802000,725000,-0.04,-33000
bithumb,zeckrw,https://api.cryptowat.ch/markets/bithumb/zeckrw,0,0,0,0,0
bittrex,ethbtc,https://api.cryptowat.ch/markets/bittrex/ethbtc,0.07,0.07,0.07,-0.02,-0.0
bittrex,neobtc,https://api.cryptowat.ch/markets/bittrex/neobtc,0.0,0.0,0.0,-0.06,-0.0
bittrex,omgeth,https://api.cryptowat.ch/markets/bittrex/omgeth,0.0,0.0,0.0,-0.03,-0.0
bittrex,omgbtc,https://api.cryptowat.ch/markets/bittrex/omgbtc,0.0,0.0,0.0,-0.07,-0.0
bittrex,neoeth,https://api.cryptowat.ch/markets/bittrex/neoeth,0.02,0.02,0.02,-0.03,-0.0
bittrex,blkbtc,https://api.cryptowat.ch/markets/bittrex/blkbtc,0.0,0.0,0.0,-0.01,-0.0
bittrex,btcusdt,https://api.cryptowat.ch/markets/bittrex/btcusdt,45182.58,47129.38,44204.87,-0.02,-899.69
bittrex,ethusdt,https://api.cryptowat.ch/markets/bittrex/ethusdt,3048.56,3289.88,2950,-0.04,-134.36
bittrex,neousdt,https://api.cryptowat.ch/markets/bittrex/neousdt,51.65,58.14,48.74,-0.08,-4.37
bittrex,dcrbtc,https://api.cryptowat.ch/markets/bittrex/dcrbtc,0.0,0.0,0.0,-0.06,-0.0
bittrex,batbtc,https://api.cryptowat.ch/markets/bittrex/batbtc,0.0,0.0,0.0,-0.05,-0.0
bittrex,bchbtc,https://api.cryptowat.ch/markets/bittrex/bchbtc,0.01,0.01,0.01,-0.03,-0.0
